#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
4288000      8.54e-03      1.06e-03      6.71e-04    2.1e-06
4290000      6.26e-03      5.82e-04      2.38e-03    2.1e-06
4292000      5.42e-03      6.75e-04      3.15e-04    2.1e-06
4294000      5.99e-03      4.98e-04      3.00e-03    2.1e-06
4296000      8.54e-03      1.03e-03      3.55e-03    2.1e-06
4298000      4.64e-02      1.81e-03      2.56e-02    2.1e-06
4300000      6.35e-02      3.56e-03      3.42e-02    2.1e-06
4302000      5.06e-02      3.07e-04      2.87e-02    2.1e-06
4304000      3.95e-02      3.40e-04      2.23e-02    2.1e-06
4306000      3.43e-02      1.42e-03      1.89e-02    2.1e-06
4308000      5.95e-03      9.65e-04      1.35e-03    2.1e-06
4310000      4.96e-02      1.44e-03      2.77e-02    2.1e-06
4312000      1.31e-02      1.63e-03      5.30e-03    2.1e-06
4314000      1.05e-02      1.03e-03      4.95e-03    2.1e-06
4316000      2.15e-02      4.98e-04      1.20e-02    2.1e-06
4318000      5.52e-02      6.78e-04      3.11e-02    2.1e-06
4320000      8.73e-03      9.52e-04      3.97e-03    2.0e-06
4322000      3.55e-02      2.77e-03      1.84e-02    2.0e-06
4324000      5.24e-02      2.22e-03      2.85e-02    2.0e-06
4326000      8.39e-03      4.29e-04      4.64e-03    2.0e-06
4328000      5.77e-02      1.84e-03      3.22e-02    2.0e-06
4330000      3.88e-03      4.52e-04      8.22e-04    2.0e-06
4332000      1.41e-02      2.76e-04      8.04e-03    2.0e-06
4334000      3.01e-02      1.69e-03      1.65e-02    2.0e-06
4336000      8.67e-03      6.70e-04      3.94e-03    2.0e-06
4338000      5.25e-02      5.71e-05      3.03e-02    2.0e-06
4340000      4.62e-02      1.80e-03      2.53e-02    2.0e-06
4342000      1.79e-02      3.22e-04      1.03e-02    2.0e-06
4344000      4.65e-03      3.27e-04      2.22e-03    2.0e-06
4346000      9.98e-03      4.09e-04      5.45e-03    2.0e-06
4348000      4.40e-02      1.28e-03      2.51e-02    2.0e-06
4350000      1.65e-02      2.55e-03      4.68e-03    2.0e-06
4352000      1.01e-02      6.27e-04      5.05e-03    2.0e-06
4354000      4.15e-03      2.99e-04      1.96e-03    2.0e-06
4356000      4.37e-03      5.98e-05      2.51e-03    2.0e-06
4358000      4.83e-02      3.76e-03      2.51e-02    2.0e-06
4360000      6.85e-02      8.84e-04      4.02e-02    1.9e-06
4362000      1.43e-02      1.79e-03      5.98e-03    1.9e-06
4364000      3.39e-02      1.19e-03      1.92e-02    1.9e-06
4366000      3.02e-02      1.28e-03      1.67e-02    1.9e-06
4368000      1.47e-02      2.20e-03      4.63e-03    1.9e-06
4370000      2.93e-02      3.78e-04      1.71e-02    1.9e-06
4372000      2.41e-02      1.22e-03      1.37e-02    1.9e-06
4374000      1.15e-02      8.08e-04      5.58e-03    1.9e-06
4376000      1.53e-02      1.33e-03      7.86e-03    1.9e-06
4378000      1.13e-02      1.67e-03      3.64e-03    1.9e-06
4380000      4.09e-03      6.02e-04      1.34e-03    1.9e-06
4382000      5.24e-02      2.69e-03      2.95e-02    1.9e-06
4384000      1.95e-02      2.54e-04      1.14e-02    1.9e-06
4386000      2.61e-02      4.03e-04      1.52e-02    1.9e-06
4388000      4.55e-02      2.42e-04      2.68e-02    1.9e-06
4390000      4.96e-03      4.55e-04      1.99e-03    1.9e-06
4392000      3.01e-02      4.69e-04      1.76e-02    1.9e-06
4394000      6.50e-03      5.99e-04      2.59e-03    1.9e-06
4396000      5.68e-03      7.95e-04      2.05e-03    1.9e-06
4398000      4.86e-02      3.57e-03      2.60e-02    1.9e-06
4400000      5.30e-03      6.33e-04      9.62e-04    1.8e-06
4402000      2.36e-02      2.84e-04      1.42e-02    1.8e-06
4404000      8.58e-03      7.74e-04      3.56e-03    1.8e-06
4406000      8.77e-03      2.03e-04      5.17e-03    1.8e-06
4408000      8.07e-03      6.33e-04      4.34e-03    1.8e-06
4410000      1.87e-02      4.51e-04      1.10e-02    1.8e-06
4412000      9.30e-03      7.09e-04      5.03e-03    1.8e-06
4414000      4.97e-03      1.76e-04      2.92e-03    1.8e-06
4416000      4.61e-02      2.58e-03      2.66e-02    1.8e-06
4418000      1.10e-02      1.77e-03      2.81e-03    1.8e-06
4420000      8.49e-03      4.14e-04      4.69e-03    1.8e-06
4422000      5.44e-03      6.46e-04      2.42e-03    1.8e-06
4424000      5.39e-02      1.31e-03      3.20e-02    1.8e-06
4426000      1.08e-02      1.33e-03      4.71e-03    1.8e-06
4428000      1.06e-02      1.62e-03      3.20e-03    1.8e-06
4430000      3.88e-03      1.28e-04      2.25e-03    1.8e-06
4432000      1.59e-02      2.61e-03      3.48e-03    1.8e-06
4434000      6.25e-02      2.20e-03      3.68e-02    1.8e-06
4436000      2.41e-02      1.65e-04      1.44e-02    1.8e-06
4438000      4.96e-02      4.78e-03      2.62e-02    1.8e-06
4440000      5.61e-02      2.01e-03      3.29e-02    1.7e-06
4442000      2.27e-03      2.24e-04      8.48e-04    1.7e-06
4444000      5.71e-02      1.07e-03      3.47e-02    1.7e-06
4446000      4.24e-02      1.04e-03      2.54e-02    1.7e-06
4448000      1.38e-02      7.84e-04      7.99e-03    1.7e-06
4450000      7.89e-03      9.79e-04      6.37e-04    1.7e-06
4452000      4.10e-02      6.59e-03      1.55e-02    1.7e-06
4454000      2.26e-02      1.03e-03      1.33e-02    1.7e-06
4456000      5.48e-03      3.56e-04      2.86e-03    1.7e-06
4458000      1.18e-02      1.04e-03      6.23e-03    1.7e-06
4460000      5.08e-03      5.72e-04      1.35e-03    1.7e-06
4462000      6.20e-03      3.83e-04      3.55e-03    1.7e-06
4464000      1.58e-02      2.11e-03      6.35e-03    1.7e-06
4466000      5.56e-03      3.15e-04      3.03e-03    1.7e-06
4468000      4.65e-02      1.37e-03      2.80e-02    1.7e-06
4470000      8.56e-03      4.89e-04      4.95e-03    1.7e-06
4472000      4.87e-03      7.10e-04      1.68e-03    1.7e-06
4474000      5.14e-03      7.26e-05      3.12e-03    1.7e-06
4476000      2.48e-02      5.90e-04      1.49e-02    1.7e-06
4478000      4.51e-02      3.20e-04      2.75e-02    1.7e-06
4480000      1.98e-02      6.76e-04      1.21e-02    1.6e-06
4482000      5.64e-03      2.47e-04      3.28e-03    1.6e-06
4484000      2.48e-02      9.61e-04      1.51e-02    1.6e-06
4486000      4.56e-02      1.82e-03      2.69e-02    1.6e-06
4488000      8.49e-03      1.03e-03      1.26e-03    1.6e-06
4490000      5.60e-03      4.96e-04      2.46e-03    1.6e-06
4492000      5.23e-03      5.55e-04      1.72e-03    1.6e-06
4494000      7.85e-03      1.11e-04      4.85e-03    1.6e-06
4496000      5.18e-03      2.26e-04      3.12e-03    1.6e-06
4498000      7.31e-03      5.23e-04      3.73e-03    1.6e-06
4500000      1.38e-02      1.43e-03      7.00e-03    1.6e-06
4502000      5.99e-03      5.08e-04      3.27e-03    1.6e-06
4504000      5.48e-02      1.51e-04      3.41e-02    1.6e-06
4506000      4.74e-02      2.23e-03      2.73e-02    1.6e-06
4508000      1.06e-02      1.19e-03      2.93e-03    1.6e-06
4510000      4.43e-03      4.41e-04      1.67e-03    1.6e-06
4512000      3.51e-03      4.24e-04      1.60e-03    1.6e-06
4514000      2.06e-02      8.48e-04      1.25e-02    1.6e-06
4516000      2.16e-02      4.90e-04      1.33e-02    1.6e-06
4518000      4.50e-02      2.33e-03      2.68e-02    1.6e-06
4520000      2.32e-02      5.78e-04      1.45e-02    1.5e-06
4522000      9.26e-03      6.15e-04      5.44e-03    1.5e-06
4524000      4.80e-03      3.94e-04      2.69e-03    1.5e-06
4526000      2.30e-02      8.82e-04      1.43e-02    1.5e-06
4528000      9.36e-03      1.01e-03      3.03e-03    1.5e-06
4530000      1.72e-02      2.87e-03      3.60e-03    1.5e-06
4532000      4.54e-02      1.14e-03      2.85e-02    1.5e-06
4534000      5.10e-03      6.77e-04      2.14e-03    1.5e-06
4536000      1.08e-02      1.45e-03      4.41e-03    1.5e-06
4538000      2.18e-02      5.59e-04      1.35e-02    1.5e-06
4540000      8.40e-03      2.75e-04      5.23e-03    1.5e-06
4542000      3.91e-02      3.25e-04      2.47e-02    1.5e-06
4544000      1.22e-03      1.33e-04      3.72e-04    1.5e-06
4546000      1.23e-02      2.94e-04      7.70e-03    1.5e-06
4548000      2.57e-02      3.51e-03      1.21e-02    1.5e-06
4550000      9.04e-03      1.39e-03      2.82e-03    1.5e-06
4552000      1.00e-02      1.52e-03      3.32e-03    1.5e-06
4554000      4.04e-03      1.34e-04      2.46e-03    1.5e-06
4556000      2.05e-03      2.32e-04      5.60e-04    1.5e-06
4558000      4.08e-03      2.45e-04      2.27e-03    1.5e-06
4560000      1.25e-02      3.44e-05      8.04e-03    1.4e-06
4562000      3.93e-03      3.31e-04      2.23e-03    1.4e-06
4564000      2.43e-02      3.58e-04      1.55e-02    1.4e-06
4566000      1.19e-02      1.63e-03      4.89e-03    1.4e-06
4568000      1.54e-02      1.03e-03      9.20e-03    1.4e-06
4570000      8.45e-03      4.66e-04      5.17e-03    1.4e-06
4572000      3.55e-02      1.77e-03      2.10e-02    1.4e-06
4574000      8.92e-03      8.98e-04      3.42e-03    1.4e-06
4576000      3.88e-02      8.19e-04      2.46e-02    1.4e-06
4578000      3.03e-02      4.22e-03      1.20e-02    1.4e-06
4580000      6.78e-03      4.83e-04      4.00e-03    1.4e-06
4582000      7.11e-03      6.17e-04      3.99e-03    1.4e-06
4584000      5.20e-02      3.32e-03      3.12e-02    1.4e-06
4586000      1.19e-02      1.03e-03      5.48e-03    1.4e-06
4588000      2.64e-02      2.33e-03      1.48e-02    1.4e-06
4590000      6.65e-03      1.07e-03      1.74e-03    1.4e-06
4592000      2.44e-03      2.88e-04      5.18e-04    1.4e-06
4594000      5.01e-03      4.18e-04      2.85e-03    1.4e-06
4596000      2.63e-03      9.13e-05      1.63e-03    1.4e-06
4598000      3.35e-03      1.73e-04      1.97e-03    1.4e-06
4600000      1.13e-02      1.47e-03      5.03e-03    1.3e-06
4602000      6.35e-03      3.90e-05      4.15e-03    1.3e-06
4604000      5.49e-02      4.09e-03      3.26e-02    1.3e-06
4606000      4.88e-02      1.69e-03      3.13e-02    1.3e-06
4608000      3.49e-03      4.27e-04      4.94e-04    1.3e-06
4610000      4.66e-03      4.51e-04      1.93e-03    1.3e-06
4612000      2.79e-02      1.47e-03      1.66e-02    1.3e-06
4614000      1.26e-02      1.45e-03      6.79e-03    1.3e-06
4616000      4.08e-03      4.04e-04      1.63e-03    1.3e-06
4618000      1.04e-02      1.56e-03      3.57e-03    1.3e-06
4620000      8.66e-03      6.59e-04      4.50e-03    1.3e-06
4622000      2.36e-02      2.57e-04      1.54e-02    1.3e-06
4624000      1.19e-02      2.01e-03      2.23e-03    1.3e-06
4626000      6.77e-03      5.22e-04      3.99e-03    1.3e-06
4628000      5.59e-03      2.03e-04      3.50e-03    1.3e-06
4630000      3.95e-02      6.33e-04      2.57e-02    1.3e-06
4632000      7.25e-03      5.15e-04      3.91e-03    1.3e-06
4634000      2.48e-02      5.62e-04      1.61e-02    1.3e-06
4636000      6.41e-03      3.72e-04      3.96e-03    1.3e-06
4638000      1.42e-02      1.92e-03      5.99e-03    1.3e-06
4640000      9.77e-03      1.71e-03      9.90e-04    1.3e-06
4642000      4.51e-02      3.47e-03      2.70e-02    1.3e-06
4644000      5.69e-03      6.32e-04      1.73e-03    1.3e-06
4646000      3.27e-03      3.81e-04      7.97e-04    1.3e-06
4648000      9.50e-03      5.37e-04      5.99e-03    1.3e-06
4650000      4.58e-03      1.44e-04      3.00e-03    1.3e-06
4652000      6.60e-03      7.46e-04      3.37e-03    1.3e-06
4654000      4.60e-02      1.89e-03      2.98e-02    1.3e-06
4656000      5.35e-02      3.44e-03      3.05e-02    1.3e-06
4658000      8.09e-03      5.87e-04      4.38e-03    1.3e-06
4660000      2.26e-02      6.36e-04      1.46e-02    1.3e-06
4662000      3.58e-02      1.75e-03      2.32e-02    1.3e-06
4664000      3.98e-03      2.21e-04      2.37e-03    1.3e-06
4666000      1.36e-02      1.87e-03      5.66e-03    1.3e-06
4668000      3.94e-03      2.07e-04      2.38e-03    1.3e-06
4670000      1.73e-02      1.88e-03      9.06e-03    1.3e-06
4672000      5.67e-03      7.35e-04      2.56e-03    1.3e-06
4674000      1.40e-02      1.62e-03      3.56e-03    1.3e-06
4676000      1.47e-02      1.56e-03      7.87e-03    1.3e-06
4678000      1.28e-02      1.86e-04      8.51e-03    1.3e-06
4680000      6.80e-03      4.31e-04      4.30e-03    1.2e-06
4682000      4.00e-03      2.20e-04      2.43e-03    1.2e-06
4684000      8.02e-03      6.63e-04      4.07e-03    1.2e-06
4686000      5.67e-03      6.19e-04      3.02e-03    1.2e-06
4688000      6.81e-03      5.19e-04      3.65e-03    1.2e-06
4690000      2.29e-03      1.58e-04      1.43e-03    1.2e-06
4692000      7.71e-03      8.41e-04      2.54e-03    1.2e-06
4694000      5.37e-03      4.81e-04      3.13e-03    1.2e-06
4696000      5.82e-02      3.16e-03      3.75e-02    1.2e-06
4698000      5.59e-02      3.82e-03      3.49e-02    1.2e-06
4700000      4.44e-03      6.73e-04      1.55e-03    1.2e-06
4702000      6.64e-03      8.14e-04      3.24e-03    1.2e-06
4704000      9.03e-03      1.16e-03      4.19e-03    1.2e-06
4706000      4.44e-02      1.12e-03      2.94e-02    1.2e-06
4708000      9.24e-03      8.93e-04      3.97e-03    1.2e-06
4710000      4.77e-02      2.77e-03      3.09e-02    1.2e-06
4712000      3.16e-02      4.76e-03      1.45e-02    1.2e-06
4714000      6.15e-03      3.92e-04      3.58e-03    1.2e-06
4716000      3.95e-03      4.68e-04      8.63e-04    1.2e-06
4718000      2.29e-02      8.22e-04      1.51e-02    1.2e-06
4720000      4.05e-02      3.56e-04      2.77e-02    1.1e-06
4722000      7.11e-03      8.35e-04      1.68e-03    1.1e-06
4724000      1.07e-02      1.66e-03      3.48e-03    1.1e-06
4726000      5.13e-03      5.99e-05      3.51e-03    1.1e-06
4728000      8.46e-03      5.56e-04      4.94e-03    1.1e-06
4730000      1.89e-02      1.25e-03      1.21e-02    1.1e-06
4732000      6.64e-03      6.73e-04      3.74e-03    1.1e-06
4734000      5.02e-02      3.91e-03      3.19e-02    1.1e-06
4736000      6.76e-03      2.27e-04      4.47e-03    1.1e-06
4738000      5.27e-02      2.35e-03      3.50e-02    1.1e-06
4740000      6.93e-03      4.07e-04      4.20e-03    1.1e-06
4742000      4.51e-03      4.03e-04      2.67e-03    1.1e-06
4744000      7.22e-03      6.69e-04      4.23e-03    1.1e-06
4746000      4.88e-03      3.09e-04      2.89e-03    1.1e-06
4748000      1.09e-02      1.44e-03      4.97e-03    1.1e-06
4750000      2.56e-02      1.37e-03      1.59e-02    1.1e-06
4752000      3.84e-03      3.61e-04      1.73e-03    1.1e-06
4754000      3.76e-03      3.46e-04      1.75e-03    1.1e-06
4756000      6.41e-03      5.99e-05      4.39e-03    1.1e-06
4758000      3.91e-03      2.73e-04      2.23e-03    1.1e-06
4760000      3.94e-03      1.60e-04      2.60e-03    1.1e-06
4762000      1.27e-02      1.62e-03      6.16e-03    1.1e-06
4764000      3.90e-02      1.99e-03      2.60e-02    1.1e-06
4766000      7.88e-03      7.95e-04      4.51e-03    1.1e-06
4768000      2.17e-02      2.66e-04      1.51e-02    1.1e-06
4770000      1.28e-02      1.90e-03      4.83e-03    1.1e-06
4772000      3.96e-03      4.70e-04      8.62e-04    1.1e-06
4774000      4.64e-02      1.33e-03      3.15e-02    1.1e-06
4776000      7.83e-03      4.83e-04      5.11e-03    1.1e-06
4778000      2.43e-02      4.00e-04      1.68e-02    1.1e-06
4780000      7.04e-03      4.29e-04      4.60e-03    1.1e-06
4782000      7.01e-03      2.16e-04      4.81e-03    1.1e-06
4784000      6.79e-02      4.18e-03      4.44e-02    1.1e-06
4786000      3.05e-03      1.14e-04      2.08e-03    1.1e-06
4788000      1.61e-02      2.52e-03      5.20e-03    1.1e-06
4790000      4.61e-03      4.32e-04      2.12e-03    1.1e-06
4792000      1.18e-02      2.70e-04      8.11e-03    1.1e-06
4794000      4.38e-02      8.77e-04      3.04e-02    1.1e-06
4796000      1.73e-02      5.11e-04      1.19e-02    1.1e-06
4798000      5.93e-03      5.03e-04      3.03e-03    1.1e-06
4800000      1.04e-02      1.77e-03      1.87e-03    1.0e-06
4802000      1.78e-02      7.24e-04      1.23e-02    1.0e-06
4804000      6.33e-03      1.00e-03      1.98e-03    1.0e-06
4806000      1.89e-02      6.52e-04      1.31e-02    1.0e-06
4808000      5.08e-03      5.41e-04      1.89e-03    1.0e-06
4810000      2.57e-02      6.17e-04      1.80e-02    1.0e-06
4812000      3.47e-02      1.24e-04      2.45e-02    1.0e-06
4814000      1.24e-02      3.26e-04      8.60e-03    1.0e-06
4816000      4.75e-03      2.16e-04      3.13e-03    1.0e-06
4818000      1.03e-02      5.01e-04      6.97e-03    1.0e-06
4820000      4.98e-03      3.19e-04      3.03e-03    1.0e-06
4822000      1.25e-02      1.35e-06      8.87e-03    1.0e-06
4824000      1.18e-02      3.43e-04      8.25e-03    1.0e-06
4826000      4.76e-02      2.79e-05      3.37e-02    1.0e-06
4828000      4.54e-02      2.26e-03      2.95e-02    1.0e-06
4830000      8.05e-03      7.87e-04      4.75e-03    1.0e-06
4832000      1.02e-02      1.53e-03      3.86e-03    1.0e-06
4834000      4.44e-02      4.84e-03      2.66e-02    1.0e-06
4836000      4.22e-02      3.14e-03      2.78e-02    1.0e-06
4838000      4.71e-02      4.10e-03      2.90e-02    1.0e-06
4840000      4.24e-03      4.09e-04      1.94e-03    9.4e-07
4842000      1.01e-02      8.40e-05      7.21e-03    9.4e-07
4844000      5.26e-03      1.05e-04      3.73e-03    9.4e-07
4846000      3.48e-03      5.88e-04      7.37e-04    9.4e-07
4848000      3.15e-03      3.56e-04      9.65e-04    9.4e-07
4850000      3.87e-03      1.47e-04      2.65e-03    9.4e-07
4852000      3.24e-02      2.41e-03      2.11e-02    9.4e-07
4854000      6.24e-03      1.72e-04      4.36e-03    9.4e-07
4856000      8.18e-03      5.64e-04      4.89e-03    9.4e-07
4858000      1.96e-02      1.22e-04      1.40e-02    9.4e-07
4860000      6.36e-03      6.40e-04      3.75e-03    9.4e-07
4862000      6.79e-03      1.59e-04      4.78e-03    9.4e-07
4864000      2.43e-02      1.27e-03      1.67e-02    9.4e-07
4866000      3.60e-02      7.46e-04      2.55e-02    9.4e-07
4868000      4.03e-02      3.55e-03      2.61e-02    9.4e-07
4870000      6.99e-03      8.21e-04      1.73e-03    9.4e-07
4872000      2.27e-02      6.51e-04      1.61e-02    9.4e-07
4874000      4.98e-02      2.00e-03      3.48e-02    9.4e-07
4876000      6.98e-03      6.22e-04      4.33e-03    9.4e-07
4878000      4.12e-02      4.70e-03      2.45e-02    9.4e-07
4880000      2.14e-03      6.36e-05      1.51e-03    8.9e-07
4882000      3.38e-02      2.72e-03      2.26e-02    8.9e-07
4884000      3.70e-02      1.63e-03      2.63e-02    8.9e-07
4886000      4.60e-02      1.03e-03      3.32e-02    8.9e-07
4888000      3.67e-02      1.15e-03      2.63e-02    8.9e-07
4890000      4.78e-02      3.87e-03      3.09e-02    8.9e-07
